Word,Frequency,PMI,R_Entropy,L_Entropy
购,11,80,2.6464393446710157,3.169925001442312
绢,11,80,2.6464393446710157,2.4040097573248604
帑,11,80,2.6464393446710153,3.321928094887362
探,11,80,2.6464393446710153,3.169925001442312
庾,11,80,2.5949066182439395,3.0
谬,11,80,2.584962500721156,3.1219280948873624
垣,11,80,2.584962500721156,3.0957952550009344
育,11,80,2.5216406363433186,3.121928094887362
娱,11,80,2.5216406363433186,2.8464393446710154
谯,11,80,2.5216406363433186,2.75
兮,11,80,2.5216406363433186,2.2221915755066783
耗,11,80,2.521640636343318,3.321928094887362
闽,11,80,2.521640636343318,3.0
健,11,80,2.5,3.459431618637298
傲,11,80,2.5,2.9219280948873623
播,11,80,2.4193819456463714,2.5216406363433186
宛,11,80,2.4193819456463714,2.4193819456463714
根,11,80,2.4056390622295662,2.807354922057604
胶,11,80,2.3709505944546683,3.1219280948873624
寅,11,80,2.321928094887362,3.095795255000934
赎,11,80,2.321928094887362,2.0464393446710156
堰,11,80,2.2516291673878226,3.277613436819116
蓟,11,80,2.2516291673878226,3.1219280948873624
脉,11,80,2.2516291673878226,2.9139770731827523
剽,11,80,2.1609640474436813,3.169925001442312
饿,11,80,2.1556390622295662,2.9139770731827523
蹇,11,80,2.1280852788913944,2.2810361125534233
测,11,80,2.128085278891394,2.5503407095463886
汾,11,80,2.113283334294875,2.6464393446710157
痴,11,80,2.058813890331201,2.2810361125534233
滞,11,80,2.0,3.277613436819116
曳,10,80,3.321928094887362,2.584962500721156
粗,10,80,3.169925001442312,3.121928094887362
摧,10,80,3.169925001442312,3.0
贿,10,80,3.169925001442312,2.9219280948873623
虫,10,80,3.169925001442312,2.521640636343318
乖,10,80,3.1219280948873624,2.521640636343318
伸,10,80,3.121928094887362,2.725480556997868
捐,10,80,3.121928094887362,2.521640636343318
撤,10,80,3.0,3.169925001442312
涨,10,80,3.0,2.9477027792200903
凌,10,80,3.0,2.94770277922009
琬,10,80,3.0,2.807354922057604
珠,10,80,3.0,2.725480556997868
溥,10,80,3.0,2.4193819456463714
佞,10,80,3.0,2.321928094887362
了,10,80,2.94770277922009,3.321928094887362
帐,10,80,2.94770277922009,3.321928094887362
廖,10,80,2.94770277922009,3.0
觇,10,80,2.94770277922009,2.807354922057604
谮,10,80,2.94770277922009,2.75
惩,10,80,2.94770277922009,2.75
熊,10,80,2.94770277922009,2.321928094887362
涧,10,80,2.9219280948873623,3.169925001442312
坊,10,80,2.9219280948873623,2.9219280948873623
酋,10,80,2.9219280948873623,2.9219280948873623
雕,10,80,2.9219280948873623,2.8464393446710154
邢,10,80,2.9219280948873623,2.807354922057604
邹,10,80,2.9219280948873623,2.584962500721156
蒋,10,80,2.9219280948873623,2.0
臻,10,80,2.921928094887362,2.0
冈,10,80,2.807354922057604,2.9477027792200903
裔,10,80,2.807354922057604,2.0464393446710156
塔,10,80,2.75,3.169925001442312
袍,10,80,2.75,2.8464393446710154
窘,10,80,2.75,2.807354922057604
畜,10,80,2.75,2.75
亏,10,80,2.75,2.725480556997868
恋,10,80,2.75,2.725480556997868
缮,10,80,2.75,2.321928094887362
桧,10,80,2.75,2.1556390622295662
羸,10,80,2.725480556997868,2.94770277922009
纂,10,80,2.725480556997868,2.807354922057604
包,10,80,2.725480556997868,2.75
敷,10,80,2.6416041678685933,2.584962500721156
慧,10,80,2.584962500721156,3.121928094887362
窜,10,80,2.584962500721156,2.75
箭,10,80,2.584962500721156,2.6416041678685933
酣,10,80,2.584962500721156,2.5219280948873624
谘,10,80,2.5219280948873624,2.725480556997868
踵,10,80,2.5216406363433186,2.8464393446710154
快,10,80,2.5216406363433186,2.75
泊,10,80,2.5216406363433186,2.75
措,10,80,2.5216406363433186,2.3709505944546687
浊,10,80,2.521640636343318,3.1219280948873624
荡,10,80,2.5,2.75
洗,10,80,2.4193819456463714,3.0
玩,10,80,2.4193819456463714,3.0
住,10,80,2.321928094887362,3.121928094887362
壤,10,80,2.321928094887362,2.6464393446710153
拊,10,80,2.2810361125534233,2.807354922057604
剿,10,80,2.251629167387823,2.1556390622295662
殁,10,80,2.2516291673878226,3.169925001442312
厄,10,80,2.25,3.121928094887362
谲,10,80,2.1556390622295662,2.446439344671015
峡,10,80,2.0,2.9219280948873623
技,10,80,2.0,2.503258334775646
侠,10,80,2.0,2.321928094887362
将军,296,242.26402164432815,6.326983104654467,4.69856960479127
天下,251,319.119921059544,5.8849291974002265,6.191644410221731
尚书,224,596.5856854802217,5.523352719587433,3.9916642801111704
御史,217,842.7421347128378,5.210430091401042,4.620979433115469
二年,153,128.13745645789223,4.583733089147729,5.370290770510051
太祖,135,273.9855284355483,6.089718952578413,4.971653211373843
大夫,134,219.76914074255714,5.55572291879007,3.9753618139420515
太子,129,96.36595603824316,5.030992542019393,4.4573079757944
二十,127,146.70304600408227,4.101194424445651,5.7522713254610185
陛下,122,733.6593619473439,6.2146259047560894,4.876964015923012
高祖,122,550.0736645993185,5.722983654401757,4.375070520364182
侍郎,121,830.5428981937603,4.49144607116552,2.7177878455218547
进士,120,233.3019745465308,2.9246004423317142,3.01641786210447
三年,112,90.37661162508843,4.2041151061900335,4.849199622998892
即位,110,846.2538298250568,3.521640636343319,2.3231376918308215
十余,100,200.10335495627814,3.5396015537606282,4.724479298311643
学士,99,275.8452757873688,4.733869526443608,3.5771200068946167
京师,97,712.2782485452785,4.993237149412737,5.337416950246611
左右,96,834.6805015540613,5.422165654533341,5.242786810476722
太守,92,199.98971764900546,5.0802740137340425,4.586146878358881
三十,91,101.28150977648349,4.205489801797706,5.412305615947619
元年,84,119.05380569843379,4.28022625367366,4.999036917544744
五年,81,116.59566350488355,3.9710011275886954,3.9077516472406146
司马,79,491.19042991033325,5.0331841754063085,3.7610727400964703
先生,75,342.50931098696464,5.52327860630034,5.341822894230831
太宗,75,137.0534073183575,5.36219575385829,3.4992275471326932
吏部,74,361.6963858623439,3.4939150943905575,4.679855984713735
四年,74,120.65925103444302,3.7081320646586016,4.157329029613798
明年,74,101.49748412078458,4.298068512058838,2.446439344671015
宰相,73,826.3224863451035,5.140703430534426,4.660631000600122
朝廷,73,768.1182780320366,5.336234673522057,4.593429088311723
未尝,71,359.15435918591857,4.848023395736086,4.907071770088825
数十,71,112.0703075553267,3.8764888262154176,5.506367225353506
七十,68,202.51084844559585,3.773589608558179,2.009065854174004
丞相,66,392.22019386106626,5.129056936784021,4.183242265460239
六年,66,146.51199840685055,4.294246013232288,3.732427974915166
契丹,65,6737.271062271062,5.3613737696641515,4.3248629576173565
都督,65,772.8670707070708,4.25116417300487,4.314034874064906
参军,64,282.1244367749976,3.274397470347699,4.680920436619811
诸侯,62,383.24024129992773,4.800310530134926,4.973660689688186
河南,60,300.1101381485913,4.808387905251394,4.785151577725659
由是,59,430.25682453462326,5.611456608683871,3.8073549220576055
十五,59,117.13862802245251,3.401677968650979,4.566370130156181
节度,56,1072.7428006040723,2.558323880188558,3.699789626942757
十八,54,202.8042573827816,2.815333779292342,4.067977034781942
五十,54,107.2116256476684,4.092268512247838,3.888508991991955
郎中,54,106.42583901247268,3.4182958340544896,3.0938415913802726
百姓,53,930.3896444762587,4.620737138098602,4.423251796980338
副使,53,480.32310914018234,3.906890595608518,4.498419401169003
群臣,53,449.97034250369273,4.8771673246578855,4.582118926162054
礼部,53,386.4023109243698,2.7960607229475025,4.279777214211816
诸将,53,88.57170439625838,4.8681630849593525,4.229871195093384
八年,50,136.1452739338177,3.7043494289560526,3.06096404744368
世祖,48,184.2653197528803,4.847052923909973,3.6818808028034016
巡抚,47,1784.9664464175098,4.553651676264346,4.438067278128811
秦王,47,167.4416251029006,4.598652005434405,3.916126946588283
长史,46,157.48389918844464,3.702819531114783,4.457625581343883
七年,46,99.32223187453043,3.3754588275106356,2.3644376982145974
孔子,45,324.8199638946666,4.208694969562841,3.75
先主,45,184.85175879396985,4.733869526443608,3.5368867237421666
舍人,45,125.45928923853482,3.321928094887362,3.1950371693559707
四十,45,101.20271447567518,3.59944164086142,3.8042274124436464
武帝,44,120.44888467191308,5.078638720860853,3.708966082694623
户部,43,504.135804436512,3.3831747808646995,4.252715278979704
九年,41,130.99851039897857,3.5944656369614516,2.3695412975977157
千里,40,434.0984186924711,3.849223912390625,4.3815804883091625
文章,40,218.57100415923946,4.403856189774723,3.9414280318460246
上疏,40,200.31583962970527,3.0804399351119987,4.61506101220307
长安,40,174.34402677804437,3.746439344671015,4.1136085007312415
兵部,40,108.10997472521014,3.1247120707703755,4.345719283930526
公主,40,100.19065517288338,4.163856189774723,3.692279682039657
仆射,39,3027.9326720135077,3.807763576417195,2.5467379630726854
工部,39,786.8771939447126,2.5346456112849483,3.8513099897106633
明日,39,113.19195856197754,4.1219280948873624,2.807354922057604
翰林,38,3552.7995933409584,2.664976724291507,3.474380085195674
主簿,38,1300.8086729946026,2.75,4.593400348604437
百余,38,192.59291407471704,2.7894228291656407,3.911851199412875
政事,38,87.92443217199323,3.875,3.5226203095310202
指挥,37,5354.301730920535,2.6799118085691394,2.6348178750450897
五百,37,186.0596429352581,4.171860873964195,4.344588500764086
数千,37,185.39058243434673,3.4780948881692604,4.66992500144231
子孙,37,135.99483423592653,4.477024973539649,3.5653445645956126
枢密,36,6366.721153846154,2.064757846482641,3.344531748832624
总管,36,2967.5697478991597,2.6416041678685933,2.839920727924213
继昌,36,957.4016772700983,4.0,2.807354922057604
太保,36,248.3036768979806,3.3248629576173574,2.654454075703357
国家,36,98.88538349244514,4.423251796980338,4.28022625367366
十万,36,87.40820434969143,3.6490012097103404,3.3843506976230358
千余,35,222.3187767647465,2.1652930388928713,4.237303561262861
陕西,34,1442.5686274509803,4.334962500721156,4.185230132909402
汉王,34,124.62206058190515,3.9259929884214806,3.121928094887362
皇帝,33,236.107188703466,4.461092201874919,4.182005814760214
数百,33,131.93149769322312,3.5645404777369887,4.9837880587523955
宾客,32,2375.173527037934,4.247927513443583,4.004344446367528
刑部,32,528.8122192273136,2.5863970818788395,3.4266160458809476
四方,32,194.53095692554308,3.9318384571684564,4.392747410448783
致仕,31,1495.4435774703297,2.321928094887362,4.293660689688185
秘书,31,743.0687778972405,2.9386993465896603,3.481661512101756
光武,31,283.72221185544566,3.7323082253324764,2.931208948910323
荆州,31,258.0649942858436,3.1329145639793974,4.137537511266052
二千,31,113.67130183413079,3.340187463024003,4.696131794257844
遣使,31,100.40948313815268,4.111378082906772,4.297079327540665
士卒,31,82.83217113387084,4.186704345910023,3.499227547132693
校尉,30,1630.5629432624114,3.0,4.098068512058838
扬州,30,317.526974536038,3.7946534735443413,4.403856189774722
前后,30,118.82900829115968,4.513153408920675,3.3927474104487847
三千,30,105.98972339608144,3.8063822994065513,4.32323142879762
神宗,29,389.91903943857596,4.182005814760213,2.5216406363433186
徐州,29,200.803663024348,3.057476076289932,4.1619781796795525
南京,29,168.43177655677655,3.4414460711655215,3.926571651178275
今日,29,82.53006548841671,3.422683189255491,3.75
仲方,28,424.2848904267589,4.392747410448783,2.584962500721156
东宫,28,363.1214524942711,4.247927513443583,3.9387218755408675
赵王,28,125.57074062785736,4.373660689688184,3.375
社稷,27,17735.866071428572,2.65887184844536,3.6978458230844122
洛阳,27,934.5645730416372,2.879506460812006,3.9161269465882835
淮南,27,353.80753063550867,3.7735572622751845,3.9321380397593733
博士,27,319.72975148081383,3.8073549220576055,2.820898501329615
读书,27,311.60948750529434,3.1808329872054406,3.2591419842479015
视事,27,124.11227741330835,2.584962500721156,3.973660689688184
世宗,27,93.32561264376456,4.606739354015322,2.2516291673878226
春秋,26,1838.5678585159553,3.94770277922009,3.446439344671015
利用,26,306.54583333333335,4.004886164091841,3.188721875540867
太原,26,248.44737115544473,2.6535442970305683,3.646439344671015
少卿,26,240.60350683001687,2.321928094887362,3.6994705707972506
安石,26,190.44663480684986,4.142664355548847,2.6411209338130157
关中,26,122.10876406789615,3.3502090290998976,3.127986806877675
山东,26,120.42293067412052,3.7254805569978675,3.452819531114783
十里,26,88.88896117474849,3.0,3.399079570624174
京兆,25,1981.5503124326654,3.41829583405449,3.188721875540867
兄弟,25,1273.4715779270234,3.9219280948873623,4.03740119765411
子颖,25,205.17547186649412,3.584962500721157,3.240223928941852
从征,25,147.76379002843967,4.0559581516151235,3.095795255000934
入朝,25,97.78176501860712,2.807354922057604,4.334962500721156
太常,25,86.54189996706347,2.328942282124713,3.697845823084412
布衣,24,1162.1060945109912,3.2037016960573483,2.5575876602558645
往来,24,302.6627127650457,3.721928094887362,3.4565647621309536
五千,24,151.2561677631579,3.176110251517254,3.751629167387823
数月,24,127.8217434739174,2.725480556997868,3.2359263506290334
鸿章,23,1788.7241014799154,3.3005590923909542,2.299896391167891
通判,23,994.3779749662102,4.1219280948873624,3.121928094887362
总督,23,861.7942449707156,4.1523912776298655,3.4565647621309536
彭城,23,803.1006169909824,2.125,3.308694969562842
千户,23,376.09641714082505,2.584962500721156,2.9084479247439905
江陵,23,367.1207584830339,3.188721875540867,3.94770277922009
逾年,23,244.485493844998,2.2359263506290326,2.75
太尉,23,149.63769653879487,3.8521687236032816,3.3005590923909534
子弟,23,96.36073210177445,3.640223928941851,3.840811597071986
三月,23,86.37297738757593,3.3927474104487847,3.3263604079526927
车驾,22,1838.439345751931,3.9754180179138325,2.725480556997868
富贵,22,1357.8540268456377,3.3248629576173574,3.6464393446710153
执政,22,387.9582933844679,3.6644977792004623,3.94770277922009
成都,22,145.81639639639639,3.274397470347699,4.061482186720775
大理,22,92.74470255217227,2.296316830826212,2.7199643047423914
雄诞,21,4175.651351351351,3.8521687236032816,2.584962500721156
会稽,21,1634.911111111111,3.350209029099897,3.702819531114783
司空,21,729.9055132990031,3.7004397181410926,3.149673447186741
承业,21,718.2997814868195,3.826874881864636,3.4182958340544896
乡里,21,607.7377861694595,3.2776134368191165,3.2607845582978525
持节,21,565.8064161722698,3.180832987205441,2.7254805569978675
司徒,21,440.8340228835564,3.2516291673878226,3.3082708345352603
都尉,21,292.1968794326241,3.3927474104487847,2.684183719779189
河北,21,200.56743389025198,3.773557262275185,3.2639334294856344
起居,21,167.31908856592085,2.2585728843419157,3.350209029099897
召还,21,159.1330545484509,2.5216406363433186,3.4182958340544896
廷臣,21,124.02792049322458,4.011365041826378,3.418295834054489
南阳,21,101.8263603290098,3.546439344671015,2.807354922057604
并州,21,81.45979975008304,3.456564762130954,3.640223928941852
象昇,20,14425.686274509804,3.969815782426811,2.75
突厥,20,13713.14072693383,3.773557262275185,3.625
匈奴,20,12544.075021312872,3.418295834054489,3.366091329119191
世杰,20,694.066037735849,4.03740119765411,2.75
沛公,20,524.6826415632578,3.180832987205441,2.7321588913645707
黄门,20,466.5842212075089,2.1609640474436813,3.058813890331201
幽州,20,463.06017119838873,3.640223928941851,3.3927474104487847
英宗,20,450.94085197670853,2.8795064608120056,2.321928094887362
张耳,20,387.5421407501054,3.459431618637298,3.121928094887362
率众,20,324.17272526988324,3.7216117239699003,4.247927513443583
雍州,20,238.99879803787806,2.070950594454669,2.792481250360578
守素,20,216.57001560154248,4.142664355548847,2.8453509366224368
师古,20,214.40207492459456,3.8521687236032816,3.095795255000934
父母,20,204.63104608794816,3.418295834054489,3.3927474104487847
受命,20,187.1464183964184,3.121928094887362,4.142664355548846
进封,20,128.27974612916725,3.94770277922009,2.0
河东,20,126.82249918118977,3.121928094887362,3.274397470347699
江南,20,114.89723888055973,3.7004397181410926,3.75
诸生,20,85.98560108459363,3.321928094887362,3.4565647621309536
浙江,19,904.4054089026915,3.7735572622751845,3.277613436819116
姓名,19,344.38260655333823,2.75,3.1496734471867414
元发,19,157.89551564441433,3.4045428133422924,2.321928094887362
士奇,19,157.1393722739332,3.577819531114783,2.4056390622295662
数万,19,92.16870409199404,2.8073904508767225,3.2813734094119913
安都,19,80.1633835125448,3.94770277922009,2.5216406363433186
项羽,18,6688.272727272727,3.3927474104487847,3.4182958340544896
祭酒,18,1895.8883321403007,2.584962500721156,2.699513850319966
辽东,18,841.4525352649638,2.5216406363433186,3.94770277922009
车骑,18,466.36075503592053,2.474601752714581,3.5
继光,18,373.920826744974,3.875,2.2516291673878226
元福,18,365.1166253101737,3.734521664779752,2.521640636343318
居易,18,261.9738872403561,3.7735572622751845,2.1280852788913944
右丞,18,221.45117056856188,2.617492461184755,2.0049355947431313
豫州,18,205.17127585405532,2.5,2.5220552088742005
太仆,18,179.4803751490838,2.169925001442312,3.8521687236032816
四月,18,136.5882789776595,2.94770277922009,2.0464393446710156
寡人,18,124.94721050694896,3.5,2.94770277922009
殿中,18,110.36753675367537,2.524397470347699,3.4548223999466066
智渊,17,4737.526515151515,3.875,2.2516291673878226
骠骑,17,3212.707423580786,2.25,3.7735572622751845
流涕,17,2216.3866737550948,2.5219280948873624,3.6644977792004623
风俗,17,1123.1205100574712,2.1609640474436813,3.2516291673878226
同亨,17,956.2711216453857,3.906890595608518,2.584962500721156
景荣,17,589.844840596114,3.5465935642949384,3.0
敬德,17,451.8613389212038,3.875,2.75
教授,17,444.14311079545456,2.584962500721156,3.139572261986723
孔明,17,373.9146162815032,3.1068905956085184,3.121928094887362
仲德,17,295.7033762057878,3.702819531114783,2.0
父老,17,228.91628230470752,3.8521687236032816,3.084962500721156
八月,17,215.42371421681767,2.94770277922009,2.2998963911678914
七月,17,170.82427338286712,2.584962500721156,2.128085278891394
皇后,17,128.04125716625717,3.2516291673878226,3.381580488309164
终日,17,124.27533783783784,3.188721875540867,3.121928094887362
字元,17,102.78657133464826,3.6901165175936654,2.2516291673878226
检校,16,1946.3227513227514,3.577819531114783,2.9477027792200903
季布,16,1594.3871055126642,3.418295834054489,2.807354922057604
昭达,16,1380.3189493433397,3.702819531114783,2.5216406363433186
信孺,16,1088.3284023668639,2.999581230646064,2.321928094887362
饮食,16,896.1827179291968,2.521640636343318,3.085055102756477
廷机,16,770.7805133577789,3.7004397181410926,2.807354922057604
便宜,16,473.2205025125628,3.180832987205441,2.9852281360342525
海内,16,349.5682128645246,3.09306920777189,3.169925001442312
功曹,16,311.2469592808038,2.2516291673878226,3.327819531114783
太傅,16,253.06045231748215,2.807354922057604,2.436278124459133
内外,16,193.62700266473666,3.8073549220576055,3.584962500721156
留守,16,159.39553148273527,3.584962500721156,3.3927474104487847
安抚,16,151.58534543815594,2.9312089489103235,2.9182958340544896
居正,16,111.95465266681884,3.6644977792004623,2.292481250360578
率兵,16,107.85559831409199,4.0,3.8073549220576055
万余,16,98.3947707173546,2.4508257945180882,4.0
景公,16,93.27691405569027,3.373557262275185,2.321928094887362
召入,16,80.33961233961234,2.9182958340544896,2.584962500721156
晏球,15,9408.056265984655,3.6644977792004623,2.584962500721156
希亮,15,4087.277777777778,3.6644977792004623,2.321928094887362
拾遗,15,3838.486956521739,2.0,2.064042639445697
弱冠,15,2472.1438172043013,2.584962500721156,2.6416041678685933
延昭,15,1094.1552647233789,3.521640636343319,2.584962500721156
思恭,15,862.9017124091016,3.8073549220576055,2.321928094887362
远近,15,687.7508413311729,3.169925001442312,3.169925001442312
天璋,15,655.0124643874644,3.4677201004745006,2.321928094887362
友直,15,646.4181115276476,3.8073549220576055,2.0
楚客,15,509.2123477297896,2.8464393446710154,2.8464393446710154
固辞,15,428.73543123543124,2.1280852788913944,3.0
一切,15,211.69480145789373,3.906890595608518,2.94770277922009
从容,15,197.202516037955,3.3248629576173574,3.321928094887362
日夜,15,160.96104199180292,3.418295834054489,2.6416041678685933
内侍,15,153.07307126806668,3.906890595608518,2.8453509366224368
总兵,15,144.4494620278018,2.0930692077718898,3.027169118440619
古今,15,143.58679105351496,3.188721875540867,3.121928094887362
妻子,15,119.82247557003258,3.7004397181410926,2.7321588913645707
江西,15,117.60070332480818,3.321928094887362,3.277613436819116
五月,15,100.4848666958042,2.725480556997868,2.617492461184755
百万,15,92.24509754751993,2.0,3.589898095464287
公孙,15,91.73898947578432,2.656564762130954,3.0
内史,15,82.48363130829945,2.94770277922009,3.3787834934861767
铁哥,14,11293.793859649122,3.277613436819116,2.807354922057604
景瑗,14,4302.397660818713,3.584962500721156,2.807354922057604
昼夜,14,3779.794495412844,3.277613436819116,3.321928094887362
逢圣,14,2384.2453703703704,3.321928094887362,3.0
汝训,14,1933.171921921922,3.7004397181410926,2.0
斩首,14,739.9382183908046,3.09306920777189,2.0
仲达,14,728.2197398190045,3.418295834054489,2.321928094887362
永业,14,471.97635522155525,3.584962500721156,2.321928094887362
开封,14,276.6124180900204,2.0349409139562287,2.2221915755066783
晏子,14,164.46222137063293,3.180832987205441,3.0
将帅,14,112.96395003235394,2.94770277922009,3.5465935642949384
仁镐,13,4395.326286764706,3.188721875540867,2.321928094887362
守赟,13,1618.86086662153,3.546593564294939,2.807354922057604
经略,13,715.7247624036519,3.121928094887362,3.459431618637298
朝夕,13,572.0233253588517,3.5465935642949384,3.121928094887362
孝伯,13,537.7997076023391,2.75,2.5216406363433186
浙西,13,502.32300420168065,3.169925001442312,3.584962500721156
庄宗,13,288.6704696366051,3.418295834054489,3.0
施行,13,226.78024375207474,2.584962500721156,3.180832987205441
真宗,13,211.6916777335104,2.8464393446710154,2.0
往往,13,185.6086863707815,3.7004397181410926,3.321928094887362
郡县,13,184.816038647343,3.0,2.584962500721156
道路,13,165.69470912303802,3.321928094887362,3.459431618637298
崇文,13,150.26756535947712,3.459431618637298,2.807354922057604
行台,13,138.587926737379,3.027169118440619,3.2516291673878226
河内,13,133.50032104073028,3.169925001442312,3.169925001442312
青州,13,116.04399470995766,3.121928094887362,2.75
禁中,13,102.48414127126999,2.2516291673878226,3.0269868333592873
谏官,13,98.84487391484085,3.169925001442312,2.8464393446710154
迁右,13,92.18268387420123,2.9312089489103235,2.0
宗周,13,88.204865722296,3.584962500721156,2.321928094887362
慷慨,12,23732.58064516129,2.807354922057604,3.321928094887362
温叟,12,11771.36,3.321928094887362,2.2516291673878226
税亩,12,8723.833992094862,2.617492461184755,2.2221915755066783
蒙恬,12,3581.549695740365,3.459431618637298,2.584962500721156
诣阙,12,2029.5448275862068,2.4193819456463714,2.9182958340544896
锦衣,12,1884.0204865556977,3.0220552088742005,2.8464393446710154
度支,12,1308.5104490884837,2.913977073182752,3.169925001442312
默然,12,571.2034161490683,2.725480556997868,3.2776134368191165
渡河,12,535.5811696190245,2.584962500721156,3.169925001442312
农夫,12,390.1246133451171,3.121928094887362,2.807354922057604
赐金,12,183.45357825617157,2.7516291673878226,2.0
天顺,12,181.6567901234568,3.418295834054489,2.2516291673878226
荣祖,12,157.51712817584928,3.459431618637298,2.321928094887362
鲁国,12,148.97438493469676,2.4040097573248604,2.5216406363433186
建安,12,110.384096024006,3.084962500721156,2.807354922057604
深入,12,109.41959472020822,2.807354922057604,2.5219280948873624
阁臣,12,106.89057316512095,2.75,3.169925001442312
子玄,12,98.48422649591718,3.321928094887362,2.0
五岁,12,94.61291152263375,2.058813890331201,2.2810361125534233
河阳,12,85.16887100975313,2.75,3.2776134368191165
桂芳,11,12151.366366366366,3.0,2.321928094887362
贞庵,11,9797.590799031477,3.321928094887362,2.5216406363433186
谨斋,11,5898.549562682216,3.027169118440619,2.321928094887362
空印,11,3790.543325526932,2.59490661824394,3.321928094887362
荥阳,11,2062.387869520897,2.584962500721156,3.2776134368191165
欧阳,11,1649.9102956167176,2.4040097573248604,3.0
白沙,11,1260.1697290563686,3.0,2.321928094887362
金帛,11,1122.753884572697,2.725480556997868,3.277613436819116
亲戚,11,848.8367946297461,2.94770277922009,2.75
临川,11,761.6045548654245,2.113283334294875,3.095795255000934
季氏,11,595.3659972044435,2.2810361125534233,2.5216406363433186
襄阳,11,458.3084154490882,2.807354922057604,2.5216406363433186
献章,11,437.92261904761904,3.0,2.0
晋卿,11,272.3201426744734,3.459431618637298,2.807354922057604
子瞻,11,263.60944625407166,3.169925001442312,2.321928094887362
无逸,11,253.2564543889845,3.321928094887362,2.521640636343318
宣抚,11,244.74717232202264,2.59490661824394,3.121928094887362
一旦,11,224.23967858132445,3.121928094887362,2.321928094887362
元帅,11,209.6039886039886,2.321928094887362,3.121928094887362
字仲,11,190.72421757164403,3.277613436819116,2.0
忠义,11,172.8014434266436,3.169925001442312,3.321928094887362
慎言,11,165.15938775510205,2.9219280948873623,2.321928094887362
参政,11,158.813336473174,2.584962500721156,2.5
奉诏,11,146.834981402522,2.807354922057604,2.94770277922009
入寇,11,132.91960252935863,2.0,3.095795255000934
武昌,11,128.88692466953336,2.321928094887362,3.121928094887362
庄子,11,99.85206297502714,2.6416041678685933,2.807354922057604
应天,11,95.33514748845538,2.9219280948873623,2.807354922057604
立功,11,90.33162183279384,2.521640636343318,3.121928094887362
奏请,11,80.15063880360503,3.321928094887362,2.75
佳胤,10,29079.446640316204,3.0,2.0
昆弥,10,6580.590339892666,2.521640636343318,2.0
渤海,10,4937.6510067114095,2.0464393446710156,2.5219280948873624
赏罚,10,2786.780303030303,2.584962500721156,2.128085278891394
豪杰,10,2536.9310344827586,2.521640636343318,2.75
土木,10,1361.9215105516475,2.2516291673878226,3.0
饮酒,10,815.9143839414439,2.321928094887362,3.321928094887362
景让,10,768.2852965747703,2.94770277922009,2.321928094887362
平凉,10,735.3423288355822,2.321928094887362,3.0
建康,10,578.0248271527341,2.2516291673878226,2.94770277922009
群盗,10,517.8139076576576,2.584962500721156,2.807354922057604
宇文,10,462.3617395676219,2.721928094887362,2.94770277922009
凉州,10,322.1288147467052,2.584962500721156,2.807354922057604
内阁,10,266.83229363122007,3.0,2.75
表求,10,266.32036199095023,2.8464393446710154,2.5216406363433186
变法,10,218.0269084874348,2.75,2.521640636343318
时勉,10,212.60836897468502,3.169925001442312,2.807354922057604
专诸,10,202.5187183439771,2.5,3.0
奉法,10,160.2714360404322,2.4056390622295662,2.5216406363433186
法度,10,139.89009735320963,2.321928094887362,3.121928094887362
建德,10,137.53645404920363,3.169925001442312,2.2516291673878226
武卫,10,136.69825343738387,2.3709505944546687,2.113283334294875
山林,10,131.40963812381668,2.1609640474436813,2.725480556997868
千骑,10,105.68116524936796,2.4056390622295662,2.7219280948873625
从弟,10,98.3714182566955,2.94770277922009,2.94770277922009
八百,10,95.12302341517655,2.446439344671015,2.6464393446710153
七千,10,94.53510485197368,2.1609640474436813,2.7219280948873625
曹公,10,81.7128704073926,3.0,2.584962500721156
州刺史,146,651.6316626020699,4.932138039759377,5.82477331926708
部尚书,84,650.6869103773585,3.347601311512056,2.7379965421832764
大将军,75,151.6786059859697,4.601409765557392,4.217661052257465
部侍郎,48,688.3299547793545,2.9780948881692613,2.562627635635995
都御史,44,397.8032565284178,3.240223928941852,2.5576986504846397
给事中,42,579.4295679567957,4.243856189774723,3.6423714487439014
十余年,29,160.29744552967693,2.446439344671015,3.719079570624173
十一年,28,241.82804282494365,2.845350936622437,3.555533151426996
举进士,24,519.9363957597174,2.5219280948873624,2.9780948881692613
节度使,24,384.51742160278746,2.94770277922009,2.7887549139935026
十三年,23,156.5630088823094,2.321928094887362,3.169925001442312
卫将军,22,350.52018364518364,2.584962500721156,3.384183719779189
大学士,22,133.02775517584305,2.75,2.292071752457787
十二年,22,109.62524975447865,2.6416041678685933,3.452819531114783
十八年,20,204.72215265603694,3.0220552088742,2.792481250360578
十五年,20,187.37281768518636,3.169925001442312,2.8962915290459277
部主事,19,689.5126522961574,2.0,2.4584538292330596
千余人,19,184.64421108249124,3.169925001442312,3.366091329119192
转运使,18,598.1382113821138,3.0,3.238901256602631
皇太子,17,407.39641693811075,3.418295834054489,3.2776134368191165
州司马,16,150.0549415528956,2.321928094887362,3.75
大司马,16,121.24048572988228,3.321928094887362,2.8073904508767225
十九年,15,202.2255410382804,2.3685225277282065,2.1258145836939115
二十余,15,167.2068181818182,2.835237745312118,3.8073549220576055
侍御史,15,159.42172399347038,2.0,2.8962915290459286
士大夫,15,116.6509872732654,3.6644977792004623,2.807354922057604
